City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
418,bembereke,10.2283,2.6634,21.89,97,100,2.26,BJ,1693381897
419,ust'-ilimsk,58.0006,102.6619,26.95,53,100,4.16,RU,1693381898
420,hilo,19.7297,-155.09,24.79,84,100,0.0,US,1693381898
421,watseka,40.7762,-87.7364,17.41,81,0,2.3,US,1693381899
422,key west,24.5557,-81.7826,30.0,84,40,9.26,US,1693381899
423,sarupathar,26.1984,93.8094,33.12,65,28,1.25,IN,1693381900
424,muana,-1.5283,-49.2167,22.98,94,1,1.91,BR,1693381900
425,grand falls-windsor,48.9332,-55.6649,12.5,93,14,2.52,CA,1693381901
426,shalqar,47.8333,59.6,16.58,50,100,9.47,KZ,1693381682
427,dubbo,-32.25,148.6167,19.07,52,32,2.57,AU,1693381289
428,zhukovka,53.534,33.728,24.1,55,21,3.31,RU,1693381902
429,dongola,19.1667,30.4833,39.7,10,80,5.47,SD,1693381903
430,huinca renanco,-34.8404,-64.3758,12.39,39,43,6.32,AR,1693381903
431,byron bay,-28.65,153.6167,15.39,89,100,2.19,AU,1693381904
432,hirado,33.3597,129.5531,26.33,77,15,1.4,JP,1693381902
433,tumayr,25.7039,45.868,37.63,16,0,8.32,SA,1693381904
434,bol,13.4586,14.7147,26.92,80,100,7.59,TD,1693381905
435,kampong chhnang,12.1667,104.55,34.61,48,72,1.86,KH,1693381905
436,kalmunai,7.4167,81.8167,31.06,61,100,6.47,LK,1693381906
437,minas de marcona,-15.2119,-75.1103,12.27,89,63,5.84,PE,1693381907
438,poretskoye,55.1974,46.3291,18.16,44,13,4.0,RU,1693381907
439,anzhero-sudzhensk,56.081,86.0285,22.99,48,2,4.81,RU,1693381908
440,tinogasta,-28.0632,-67.5649,10.82,29,6,1.74,AR,1693381908
441,west memphis,35.1465,-90.1845,21.86,93,0,1.54,US,1693381908
442,amasra,41.7463,32.3863,29.05,48,0,2.21,TR,1693381909
443,midvagur,62.0511,-7.1939,9.46,81,72,5.14,FO,1693381909
444,wewak,-3.5534,143.6268,27.68,82,21,4.4,PG,1693381910
445,saint-pierre,-21.3393,55.4781,24.55,83,100,6.69,RE,1693381758
446,fonte boa,-2.4959,-66.2662,22.27,94,1,1.23,BR,1693381911
447,cabo san lucas,22.8909,-109.9124,29.17,83,10,0.45,MX,1693381911
448,tofol,5.3248,163.0078,29.09,76,88,4.61,FM,1693381912
449,erenhot,43.6475,111.9767,20.7,45,70,3.16,CN,1693381912
450,alindao,5.0267,21.2088,26.19,73,81,1.68,CF,1693381913
451,nadym,65.5333,72.5167,14.85,57,95,3.16,RU,1693381913
452,mugia,43.1041,-9.2179,17.17,79,99,4.64,ES,1693381914
453,ma'rib,15.4591,45.3253,36.49,18,96,1.58,YE,1693381914
454,brazzaville,-4.2658,15.2832,24.2,73,20,3.6,CG,1693381728
455,awjilah,29.1081,21.2869,33.23,28,0,5.1,LY,1693381915
456,moyale,3.5167,39.0584,20.92,64,99,7.52,KE,1693381847
457,port elizabeth,-33.918,25.5701,25.16,29,0,1.03,ZA,1693381916
458,coruripe,-10.1256,-36.1756,22.95,90,3,3.28,BR,1693381916
459,gweru,-19.45,29.8167,16.06,46,0,5.15,ZW,1693381917
460,celestun,20.8667,-90.4,28.19,84,83,4.14,MX,1693381917
461,marka,1.7159,44.7717,27.62,68,45,8.99,SO,1693381919
462,amungan,15.3652,119.9582,26.31,91,100,4.19,PH,1693381919
463,beinamar,8.6698,15.3813,26.55,70,89,2.77,TD,1693381919
464,lazaro cardenas,17.9583,-102.2,26.47,86,43,1.45,MX,1693381920
465,sangmelima,2.9333,11.9833,23.25,84,97,1.09,CM,1693381674
466,hirara,24.8,125.2833,32.15,70,40,5.66,JP,1693381628
467,pinarhisar,41.6242,27.52,30.13,40,0,2.46,TR,1693381921
468,gulf shores,30.246,-87.7008,25.19,80,0,3.09,US,1693381922
469,cumana,10.4635,-64.1775,26.1,72,99,2.06,VE,1693381923
470,alofi,-19.0595,-169.9187,21.94,68,100,6.17,NU,1693381923
471,ceerigaabo,10.6162,47.368,24.03,42,3,8.92,SO,1693381862
472,cill airne,52.05,-9.5167,12.03,94,75,0.51,IE,1693381924
473,krasnokholmskiy,55.9873,55.0466,13.78,54,86,8.34,RU,1693381925
474,jaleshwar,26.6471,85.8008,35.53,46,25,1.63,NP,1693381563
475,yung shue wan,22.2333,114.1167,33.09,69,96,0.45,HK,1693381758
476,san julian,21.0167,-102.1667,15.29,72,29,0.09,MX,1693381926
477,touros,-5.1989,-35.4608,24.24,84,0,4.14,BR,1693381709
478,banda aceh,5.5577,95.3222,31.29,61,96,7.35,ID,1693381802
479,klaksvik,62.2266,-6.589,9.51,86,99,6.66,FO,1693381927
480,edd,13.9297,41.6925,35.79,52,76,2.63,ER,1693381927
481,neietsu,37.1845,128.4682,22.06,99,100,0.87,KR,1693381928
482,petawawa,45.9001,-77.3328,15.99,83,100,2.73,CA,1693381928
483,oamaru,-45.0784,170.9801,6.88,81,64,1.86,NZ,1693381929
484,moa,20.6569,-74.9403,27.5,72,100,2.96,CU,1693381929
485,luang prabang,19.8856,102.1347,32.98,62,40,2.06,LA,1693381850
486,solnechnyy,50.7214,136.6319,13.92,75,100,1.72,RU,1693381930
487,tamala,52.541,43.2515,18.89,39,20,2.76,RU,1693381930
488,skelleftea,64.7507,20.9528,14.2,88,0,2.06,SE,1693381931
489,queenstown,-31.8976,26.8753,22.54,15,0,6.87,ZA,1693381807
490,psachna,38.5833,23.6333,31.35,43,0,2.7,GR,1693381931
491,waingapu,-9.6567,120.2641,28.31,50,4,8.61,ID,1693381691
492,stettler,52.3168,-112.7186,19.86,42,57,5.14,CA,1693381933
493,babylon,40.6957,-73.3257,23.09,95,100,0.0,US,1693381933
494,san-pedro,4.7485,-6.6363,23.85,91,100,1.58,CI,1693381933
495,talitsa,56.8804,60.0213,13.3,57,89,4.91,RU,1693381934
496,kapa'a,22.0752,-159.319,28.18,70,100,7.2,US,1693381934
497,jenison,42.9072,-85.792,15.05,86,30,1.34,US,1693381655
498,zhangye,38.9342,100.4517,31.37,15,98,8.23,CN,1693381935
499,abay,49.6311,72.8539,22.21,40,100,11.55,KZ,1693381935
500,sabha,27.0377,14.4283,33.99,31,69,5.0,LY,1693381936
501,greymouth,-42.4667,171.2,7.51,89,96,0.62,NZ,1693381807
502,mangrol,21.1167,70.1167,28.82,63,97,3.01,IN,1693381720
503,ust'-uda,54.1742,103.0304,27.3,39,79,2.22,RU,1693381937
504,betio village,1.358,172.9211,29.02,74,60,5.75,KI,1693381937
505,paracale,14.2804,122.7881,27.61,80,100,5.39,PH,1693381938
